family_root,product_handle,sku,title,vendor,finish_name,was_tagged_primary,family_size,family_finishes_json_truncated
TPK:TK953,top-knobs-tk953blk-lynwood-kentfield-pull-7-9,TPK-TK953BLK,Lynwood Kentfield Pull 7 9/16 Inch  TK953BLK,Top Knobs,Flat Black,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk953ag-lynwood-kentfield-pull-7-9""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk953bsn-kentfield-pull-7-9""},{""name"":""Flat Black"",""handle"":""top-knob..."
TPK:TK953,top-knobs-tk953hb-lynwood-kentfield-pull-7-9,TPK-TK953HB,Lynwood Kentfield Pull 7 9/16 Inch  TK953HB,Top Knobs,Honey Bronze,yes,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk953ag-lynwood-kentfield-pull-7-9""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk953bsn-kentfield-pull-7-9""},{""name"":""Flat Black"",""handle"":""top-knob..."
TPK:TK953,top-knobs-tk953pc-lynwood-kentfield-pull,TPK-TK953PC,Lynwood Kentfield Pull  TK953PC,Top Knobs,Polished Chrome,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk953ag-lynwood-kentfield-pull-7-9""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk953bsn-kentfield-pull-7-9""},{""name"":""Flat Black"",""handle"":""top-knob..."
TPK:TK953,top-knobs-tk953pn-lynwood-kentfield-pull,TPK-TK953PN,Lynwood Kentfield Pull  TK953PN,Top Knobs,Polished Nickel,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk953ag-lynwood-kentfield-pull-7-9""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk953bsn-kentfield-pull-7-9""},{""name"":""Flat Black"",""handle"":""top-knob..."
TPK:TK953,top-knobs-tk953bsn-kentfield-pull-7-9,TPK-TK953BSN,Kentfield Pull 7 9/16 Inch TK953BSN,Top Knobs,Brushed Satin Nickel,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk953ag-lynwood-kentfield-pull-7-9""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk953bsn-kentfield-pull-7-9""},{""name"":""Flat Black"",""handle"":""top-knob..."
TPK:TK954,top-knobs-tk954ag-lynwood-kentfield-pull-8-13,TPK-TK954AG,Lynwood Kentfield Pull 8 13/16 Inch  TK954AG,Top Knobs,Ash Gray,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk954ag-lynwood-kentfield-pull-8-13""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk954bsn-kentfield-pull-8-13""},{""name"":""Flat Black"",""handle"":""top-kn..."
TPK:TK954,top-knobs-tk954blk-lynwood-kentfield-pull-8-13,TPK-TK954BLK,Lynwood Kentfield Pull 8 13/16 Inch  TK954BLK,Top Knobs,Flat Black,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk954ag-lynwood-kentfield-pull-8-13""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk954bsn-kentfield-pull-8-13""},{""name"":""Flat Black"",""handle"":""top-kn..."
TPK:TK954,top-knobs-tk954hb-lynwood-kentfield-pull-8-13,TPK-TK954HB,Lynwood Kentfield Pull 8 13/16 Inch  TK954HB,Top Knobs,Honey Bronze,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk954ag-lynwood-kentfield-pull-8-13""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk954bsn-kentfield-pull-8-13""},{""name"":""Flat Black"",""handle"":""top-kn..."
TPK:TK954,top-knobs-tk954pc-lynwood-kentfield-pull,TPK-TK954PC,Lynwood Kentfield Pull  TK954PC,Top Knobs,Polished Chrome,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk954ag-lynwood-kentfield-pull-8-13""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk954bsn-kentfield-pull-8-13""},{""name"":""Flat Black"",""handle"":""top-kn..."
TPK:TK954,top-knobs-tk954pn-lynwood-kentfield-pull,TPK-TK954PN,Lynwood Kentfield Pull  TK954PN,Top Knobs,Polished Nickel,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk954ag-lynwood-kentfield-pull-8-13""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk954bsn-kentfield-pull-8-13""},{""name"":""Flat Black"",""handle"":""top-kn..."
TPK:TK954,top-knobs-tk954bsn-kentfield-pull-8-13,TPK-TK954BSN,Kentfield Pull 8 13/16 Inch TK954BSN,Top Knobs,Brushed Satin Nickel,yes,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk954ag-lynwood-kentfield-pull-8-13""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk954bsn-kentfield-pull-8-13""},{""name"":""Flat Black"",""handle"":""top-kn..."
TPK:TK955,top-knobs-tk955ag-lynwood-kentfield-pull-12-inch,TPK-TK955AG,Lynwood Kentfield Pull 12 Inch  TK955AG,Top Knobs,Ash Gray,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk955ag-lynwood-kentfield-pull-12-inch""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk955bsn-lynwood-kentfield-pull""},{""name"":""Flat Black"",""handle"":""..."
TPK:TK955,top-knobs-tk955blk-lynwood-kentfield-pull-12-inch,TPK-TK955BLK,Lynwood Kentfield Pull 12 Inch  TK955BLK,Top Knobs,Flat Black,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk955ag-lynwood-kentfield-pull-12-inch""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk955bsn-lynwood-kentfield-pull""},{""name"":""Flat Black"",""handle"":""..."
TPK:TK955,top-knobs-tk955bsn-lynwood-kentfield-pull,TPK-TK955BSN,Lynwood Kentfield Pull  TK955BSN,Top Knobs,Brushed Satin Nickel,yes,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk955ag-lynwood-kentfield-pull-12-inch""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk955bsn-lynwood-kentfield-pull""},{""name"":""Flat Black"",""handle"":""..."
TPK:TK955,top-knobs-tk955hb-lynwood-kentfield-pull-12-inch,TPK-TK955HB,Lynwood Kentfield Pull 12 Inch  TK955HB,Top Knobs,Honey Bronze,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk955ag-lynwood-kentfield-pull-12-inch""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk955bsn-lynwood-kentfield-pull""},{""name"":""Flat Black"",""handle"":""..."
TPK:TK955,top-knobs-tk955pc-lynwood-kentfield-pull-12-inch,TPK-TK955PC,Lynwood Kentfield Pull 12 Inch  TK955PC,Top Knobs,Polished Chrome,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk955ag-lynwood-kentfield-pull-12-inch""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk955bsn-lynwood-kentfield-pull""},{""name"":""Flat Black"",""handle"":""..."
TPK:TK955,top-knobs-tk955pn-lynwood-kentfield-pull-12-inch,TPK-TK955PN,Lynwood Kentfield Pull 12 Inch  TK955PN,Top Knobs,Polished Nickel,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk955ag-lynwood-kentfield-pull-12-inch""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk955bsn-lynwood-kentfield-pull""},{""name"":""Flat Black"",""handle"":""..."
TPK:TK960,top-knobs-tk960ag-lynwood-allendale-knob-1-1,TPK-TK960AG,Lynwood Allendale Knob 1 1/8 Inch  TK960AG,Top Knobs,Ash Gray,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk960ag-lynwood-allendale-knob-1-1""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk960bsn-lynwood-allendale-knob""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK960,top-knobs-tk960blk-lynwood-allendale-knob-1-1,TPK-TK960BLK,Lynwood Allendale Knob 1 1/8 Inch  TK960BLK,Top Knobs,Flat Black,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk960ag-lynwood-allendale-knob-1-1""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk960bsn-lynwood-allendale-knob""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK960,top-knobs-tk960bsn-lynwood-allendale-knob,TPK-TK960BSN,Lynwood Allendale Knob  TK960BSN,Top Knobs,Brushed Satin Nickel,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk960ag-lynwood-allendale-knob-1-1""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk960bsn-lynwood-allendale-knob""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK960,top-knobs-tk960hb-lynwood-allendale-knob-1-1,TPK-TK960HB,Lynwood Allendale Knob 1 1/8 Inch  TK960HB,Top Knobs,Honey Bronze,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk960ag-lynwood-allendale-knob-1-1""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk960bsn-lynwood-allendale-knob""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK960,top-knobs-tk960pc-lynwood-allendale-knob,TPK-TK960PC,Lynwood Allendale Knob  TK960PC,Top Knobs,Polished Chrome,yes,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk960ag-lynwood-allendale-knob-1-1""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk960bsn-lynwood-allendale-knob""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK960,top-knobs-tk960pn-lynwood-allendale-knob,TPK-TK960PN,Lynwood Allendale Knob  TK960PN,Top Knobs,Polished Nickel,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk960ag-lynwood-allendale-knob-1-1""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk960bsn-lynwood-allendale-knob""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK961,top-knobs-tk961ag-lynwood-allendale-knob-1-1,TPK-TK961AG,Lynwood Allendale Knob 1 1/4 Inch  TK961AG,Top Knobs,Ash Gray,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk961ag-lynwood-allendale-knob-1-1""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk961bsn-lynwood-allendale-knob""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK961,top-knobs-tk961blk-lynwood-allendale-knob-1-1,TPK-TK961BLK,Lynwood Allendale Knob 1 1/4 Inch  TK961BLK,Top Knobs,Flat Black,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk961ag-lynwood-allendale-knob-1-1""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk961bsn-lynwood-allendale-knob""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK961,top-knobs-tk961bsn-lynwood-allendale-knob,TPK-TK961BSN,Lynwood Allendale Knob  TK961BSN,Top Knobs,Brushed Satin Nickel,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk961ag-lynwood-allendale-knob-1-1""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk961bsn-lynwood-allendale-knob""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK961,top-knobs-tk961hb-lynwood-allendale-knob-1-1,TPK-TK961HB,Lynwood Allendale Knob 1 1/4 Inch  TK961HB,Top Knobs,Honey Bronze,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk961ag-lynwood-allendale-knob-1-1""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk961bsn-lynwood-allendale-knob""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK961,top-knobs-tk961pc-lynwood-allendale-knob,TPK-TK961PC,Lynwood Allendale Knob  TK961PC,Top Knobs,Polished Chrome,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk961ag-lynwood-allendale-knob-1-1""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk961bsn-lynwood-allendale-knob""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK961,top-knobs-tk961pn-lynwood-allendale-knob,TPK-TK961PN,Lynwood Allendale Knob  TK961PN,Top Knobs,Polished Nickel,yes,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk961ag-lynwood-allendale-knob-1-1""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk961bsn-lynwood-allendale-knob""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK963,top-knobs-tk963ag-lynwood-allendale-pull-3-3,TPK-TK963AG,Lynwood Allendale Pull 3 3/4 Inch  TK963AG,Top Knobs,Ash Gray,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk963ag-lynwood-allendale-pull-3-3""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk963bsn-lynwood-allendale-pull""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK963,top-knobs-tk963blk-lynwood-allendale-pull-3-3,TPK-TK963BLK,Lynwood Allendale Pull 3 3/4 Inch  TK963BLK,Top Knobs,Flat Black,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk963ag-lynwood-allendale-pull-3-3""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk963bsn-lynwood-allendale-pull""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK963,top-knobs-tk963bsn-lynwood-allendale-pull,TPK-TK963BSN,Lynwood Allendale Pull  TK963BSN,Top Knobs,Brushed Satin Nickel,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk963ag-lynwood-allendale-pull-3-3""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk963bsn-lynwood-allendale-pull""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK963,top-knobs-tk963hb-lynwood-allendale-pull-3-3,TPK-TK963HB,Lynwood Allendale Pull 3 3/4 Inch  TK963HB,Top Knobs,Honey Bronze,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk963ag-lynwood-allendale-pull-3-3""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk963bsn-lynwood-allendale-pull""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK963,top-knobs-tk963pc-lynwood-allendale-pull,TPK-TK963PC,Lynwood Allendale Pull  TK963PC,Top Knobs,Polished Chrome,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk963ag-lynwood-allendale-pull-3-3""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk963bsn-lynwood-allendale-pull""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK963,top-knobs-tk963pn-lynwood-allendale-pull,TPK-TK963PN,Lynwood Allendale Pull  TK963PN,Top Knobs,Polished Nickel,yes,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk963ag-lynwood-allendale-pull-3-3""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk963bsn-lynwood-allendale-pull""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK964,top-knobs-tk964ag-lynwood-allendale-pull-5-1,TPK-TK964AG,Lynwood Allendale Pull 5 1/16 Inch  TK964AG,Top Knobs,Ash Gray,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk964ag-lynwood-allendale-pull-5-1""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk964bsn-lynwood-allendale-pull""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK964,top-knobs-tk964blk-lynwood-allendale-pull-5-1,TPK-TK964BLK,Lynwood Allendale Pull 5 1/16 Inch  TK964BLK,Top Knobs,Flat Black,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk964ag-lynwood-allendale-pull-5-1""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk964bsn-lynwood-allendale-pull""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK964,top-knobs-tk964bsn-lynwood-allendale-pull,TPK-TK964BSN,Lynwood Allendale Pull  TK964BSN,Top Knobs,Brushed Satin Nickel,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk964ag-lynwood-allendale-pull-5-1""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk964bsn-lynwood-allendale-pull""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK964,top-knobs-tk964hb-lynwood-allendale-pull-5-1,TPK-TK964HB,Lynwood Allendale Pull 5 1/16 Inch  TK964HB,Top Knobs,Honey Bronze,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk964ag-lynwood-allendale-pull-5-1""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk964bsn-lynwood-allendale-pull""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK964,top-knobs-tk964pc-lynwood-allendale-pull,TPK-TK964PC,Lynwood Allendale Pull  TK964PC,Top Knobs,Polished Chrome,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk964ag-lynwood-allendale-pull-5-1""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk964bsn-lynwood-allendale-pull""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK964,top-knobs-tk964pn-lynwood-allendale-pull,TPK-TK964PN,Lynwood Allendale Pull  TK964PN,Top Knobs,Polished Nickel,yes,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk964ag-lynwood-allendale-pull-5-1""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk964bsn-lynwood-allendale-pull""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK965,top-knobs-tk965ag-lynwood-allendale-pull-6-5,TPK-TK965AG,Lynwood Allendale Pull 6 5/16 Inch Ash Gray TPK-TK965AG,Top Knobs,Ash Gray,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk965ag-lynwood-allendale-pull-6-5""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk965bsn-lynwood-allendale-pull-6-5""},{""name"":""Flat Black"",""handle"":""..."
TPK:TK965,top-knobs-tk965blk-lynwood-allendale-pull-6-5,TPK-TK965BLK,Lynwood Allendale Pull 6 5/16 Inch Flat Black TPK-TK965BLK,Top Knobs,Flat Black,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk965ag-lynwood-allendale-pull-6-5""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk965bsn-lynwood-allendale-pull-6-5""},{""name"":""Flat Black"",""handle"":""..."
TPK:TK965,top-knobs-tk965bsn-lynwood-allendale-pull-6-5,TPK-TK965BSN,Lynwood Allendale Pull 6 5/16 Inch Brushed Satin Nickel TPK-TK965BSN,Top Knobs,Brushed Satin Nickel,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk965ag-lynwood-allendale-pull-6-5""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk965bsn-lynwood-allendale-pull-6-5""},{""name"":""Flat Black"",""handle"":""..."
TPK:TK965,top-knobs-tk965hb-lynwood-allendale-pull-6-5,TPK-TK965HB,Lynwood Allendale Pull 6 5/16 Inch Honey Bronze TPK-TK965HB,Top Knobs,Honey Bronze,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk965ag-lynwood-allendale-pull-6-5""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk965bsn-lynwood-allendale-pull-6-5""},{""name"":""Flat Black"",""handle"":""..."
TPK:TK965,top-knobs-tk965pc-lynwood-allendale-pull-6-5,TPK-TK965PC,Lynwood Allendale Pull 6 5/16 Inch Polished Chrome TPK-TK965PC,Top Knobs,Polished Chrome,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk965ag-lynwood-allendale-pull-6-5""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk965bsn-lynwood-allendale-pull-6-5""},{""name"":""Flat Black"",""handle"":""..."
TPK:TK965,top-knobs-tk965pn-lynwood-allendale-pull-6-5,TPK-TK965PN,Lynwood Allendale Pull 6 5/16 Inch Polished Nickel TPK-TK965PN,Top Knobs,Polished Nickel,yes,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk965ag-lynwood-allendale-pull-6-5""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk965bsn-lynwood-allendale-pull-6-5""},{""name"":""Flat Black"",""handle"":""..."
TPK:TK966,top-knobs-tk966ag-lynwood-allendale-pull-7-9,TPK-TK966AG,Lynwood Allendale Pull 7 9/16 Inch  TK966AG,Top Knobs,Ash Gray,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk966ag-lynwood-allendale-pull-7-9""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk966bsn-lynwood-allendale-pull""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK966,top-knobs-tk966blk-lynwood-allendale-pull-7-9,TPK-TK966BLK,Lynwood Allendale Pull 7 9/16 Inch  TK966BLK,Top Knobs,Flat Black,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk966ag-lynwood-allendale-pull-7-9""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk966bsn-lynwood-allendale-pull""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK966,top-knobs-tk966bsn-lynwood-allendale-pull,TPK-TK966BSN,Lynwood Allendale Pull  TK966BSN,Top Knobs,Brushed Satin Nickel,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk966ag-lynwood-allendale-pull-7-9""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk966bsn-lynwood-allendale-pull""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK966,top-knobs-tk966hb-lynwood-allendale-pull-7-9,TPK-TK966HB,Lynwood Allendale Pull 7 9/16 Inch  TK966HB,Top Knobs,Honey Bronze,yes,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk966ag-lynwood-allendale-pull-7-9""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk966bsn-lynwood-allendale-pull""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK966,top-knobs-tk966pc-lynwood-allendale-pull,TPK-TK966PC,Lynwood Allendale Pull  TK966PC,Top Knobs,Polished Chrome,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk966ag-lynwood-allendale-pull-7-9""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk966bsn-lynwood-allendale-pull""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK966,top-knobs-tk966pn-lynwood-allendale-pull,TPK-TK966PN,Lynwood Allendale Pull  TK966PN,Top Knobs,Polished Nickel,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk966ag-lynwood-allendale-pull-7-9""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk966bsn-lynwood-allendale-pull""},{""name"":""Flat Black"",""handle"":""top-..."
TPK:TK967,top-knobs-tk967ag-lynwood-allendale-pull-12-inch-ash-gray,TPK-TK967AG,Lynwood Allendale Pull 12 Inch Ash Gray TPK-TK967AG,Top Knobs,Ash Gray,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk967ag-lynwood-allendale-pull-12-inch-ash-gray""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk967bsn-lynwood-allendale-pull-12-inch-brushed-satin-ni..."
TPK:TK967,top-knobs-tk967blk-lynwood-allendale-pull-12-inch-flat-black,TPK-TK967BLK,Lynwood Allendale Pull 12 Inch Flat Black TPK-TK967BLK,Top Knobs,Flat Black,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk967ag-lynwood-allendale-pull-12-inch-ash-gray""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk967bsn-lynwood-allendale-pull-12-inch-brushed-satin-ni..."
TPK:TK967,top-knobs-tk967bsn-lynwood-allendale-pull-12-inch-brushed-satin-nickel,TPK-TK967BSN,Lynwood Allendale Pull 12 Inch Brushed Satin Nickel TPK-TK967BSN,Top Knobs,Brushed Satin Nickel,yes,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk967ag-lynwood-allendale-pull-12-inch-ash-gray""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk967bsn-lynwood-allendale-pull-12-inch-brushed-satin-ni..."
TPK:TK967,top-knobs-tk967hb-lynwood-allendale-pull-12-inch-honey-bronze,TPK-TK967HB,Lynwood Allendale Pull 12 Inch Honey Bronze TPK-TK967HB,Top Knobs,Honey Bronze,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk967ag-lynwood-allendale-pull-12-inch-ash-gray""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk967bsn-lynwood-allendale-pull-12-inch-brushed-satin-ni..."
TPK:TK967,top-knobs-tk967pc-lynwood-allendale-pull-12-inch-polished-chrome,TPK-TK967PC,Lynwood Allendale Pull 12 Inch Polished Chrome TPK-TK967PC,Top Knobs,Polished Chrome,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk967ag-lynwood-allendale-pull-12-inch-ash-gray""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk967bsn-lynwood-allendale-pull-12-inch-brushed-satin-ni..."
TPK:TK967,top-knobs-tk967pn-lynwood-allendale-pull-12-inch-polished-nickel,TPK-TK967PN,Lynwood Allendale Pull 12 Inch Polished Nickel TPK-TK967PN,Top Knobs,Polished Nickel,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk967ag-lynwood-allendale-pull-12-inch-ash-gray""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk967bsn-lynwood-allendale-pull-12-inch-brushed-satin-ni..."
TPK:TK970,top-knobs-tk970ag-lynwood-crestview-tab-pull-3-inch,TPK-TK970AG,Lynwood Crestview Tab Pull 3 Inch  TK970AG,Top Knobs,Ash Gray,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk970ag-lynwood-crestview-tab-pull-3-inch""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk970bsn-lynwood-crestview-tab-pull""},{""name"":""Flat Black"",""ha..."
TPK:TK970,top-knobs-tk970blk-lynwood-crestview-tab-pull-3-inch,TPK-TK970BLK,Lynwood Crestview Tab Pull 3 Inch  TK970BLK,Top Knobs,Flat Black,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk970ag-lynwood-crestview-tab-pull-3-inch""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk970bsn-lynwood-crestview-tab-pull""},{""name"":""Flat Black"",""ha..."
TPK:TK970,top-knobs-tk970bsn-lynwood-crestview-tab-pull,TPK-TK970BSN,Lynwood Crestview Tab Pull  TK970BSN,Top Knobs,Brushed Satin Nickel,yes,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk970ag-lynwood-crestview-tab-pull-3-inch""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk970bsn-lynwood-crestview-tab-pull""},{""name"":""Flat Black"",""ha..."
TPK:TK970,top-knobs-tk970hb-lynwood-crestview-tab-pull-3-inch,TPK-TK970HB,Lynwood Crestview Tab Pull 3 Inch  TK970HB,Top Knobs,Honey Bronze,no,6,"[{""name"":""Ash Gray"",""handle"":""top-knobs-tk970ag-lynwood-crestview-tab-pull-3-inch""},{""name"":""Brushed Satin Nickel"",""handle"":""top-knobs-tk970bsn-lynwood-crestview-tab-pull""},{""name"":""Flat Black"",""ha..."
